"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"NA.104",NA,NA,NA,NA,NA,NA,NA
"NA.105",NA,NA,NA,NA,NA,NA,NA
"NA.106",NA,NA,NA,NA,NA,NA,NA
"CKMT1B",161.303822013878,-1.24066974416226,0.157603746532509,-7.87208281185334,3.48785154447139e-15,4.48724187810507e-14,"DOWN"
"PRSS56",2.85007633098247,-1.96129644053302,0.308648519354705,-6.3544657354376,2.09152259138223e-10,1.40185236687177e-09,"DOWN"
"NA.107",NA,NA,NA,NA,NA,NA,NA
"NA.108",NA,NA,NA,NA,NA,NA,NA
"PRR20G",6.77186023837546,-1.33202488426704,0.30453604580064,-4.37394818326048,1.22019353456875e-05,3.76488715882215e-05,"DOWN"
"STRIT1",1.55933221780527,-1.30233081780872,0.237297613065336,-5.48817495880225,4.06107723425895e-08,1.89307156777529e-07,"DOWN"
"NA.109",NA,NA,NA,NA,NA,NA,NA
"UGT1A1",51.0738272318822,-1.10348327413759,0.297081234277548,-3.71441594694152,0.000203673551391105,0.000508297207447379,"DOWN"
"NA.110",NA,NA,NA,NA,NA,NA,NA
"NA.111",NA,NA,NA,NA,NA,NA,NA
"STRC",8.67887601945774,-1.14631289206066,0.160043450107506,-7.16251050130853,7.92127981163528e-13,7.56090425115491e-12,"DOWN"
"NA.112",NA,NA,NA,NA,NA,NA,NA
"PSG4",10.0781758226029,-3.44839921892256,0.426102845341834,-8.09288005611917,5.8270238558812e-16,8.24198272677652e-15,"DOWN"
"NA.113",NA,NA,NA,NA,NA,NA,NA
"GSTA1",1107.88913750009,-1.19923588091464,0.200226421224856,-5.98939876954541,2.1061817628843e-09,1.18955632397502e-08,"DOWN"
"NA.114",NA,NA,NA,NA,NA,NA,NA
"NA.115",NA,NA,NA,NA,NA,NA,NA
"UGT1A4",0.587206613552342,-1.22413928258752,0.464339818299563,-2.63630047293893,0.00838154763584881,0.0154936214880813,"DOWN"
"NA.116",NA,NA,NA,NA,NA,NA,NA
"NA.117",NA,NA,NA,NA,NA,NA,NA
